YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,COUNTRY,STATE,LATITUDE,LONGITUDE,DEATHS,Depth
2004,2.0,11.0,8.0,15.0,3.8,5.3,JORDAN,no info,31.675,35.551,0.0,27.0
2004,2.0,14.0,10.0,30.0,22.1,5.4,PAKISTAN,no info,34.774,73.21600000000001,24.0,11.0
2004,2.0,16.0,14.0,44.0,39.9,5.1,INDONESIA,no info,-0.466,100.655,5.0,56.0
2004,2.0,22.0,6.0,46.0,27.0,6.0,INDONESIA,no info,-1.5590000000000002,100.488,0.0,42.0
2004,2.0,24.0,2.0,14.0,34.0,4.7,BURUNDI,no info,-3.3930000000000002,29.558000000000003,3.0,10.0
2004,2.0,24.0,2.0,27.0,46.2,6.4,MOROCCO,no info,35.141999999999996,-3.997,628.0,0.0
2004,3.0,1.0,0.0,35.0,58.0,5.2,GREECE,no info,37.135999999999996,22.116,0.0,9.0
2004,3.0,24.0,1.0,53.0,49.4,5.4,CHINA,no info,45.382,118.256,0.0,19.0
2004,3.0,25.0,19.0,30.0,49.0,5.6,TURKEY,no info,39.93,40.812,10.0,0.0
2004,3.0,28.0,3.0,51.0,10.0,5.6,TURKEY,no info,39.847,40.874,0.0,5.0
2004,4.0,5.0,21.0,24.0,4.0,6.5,AFGHANISTAN,no info,36.512,71.029,3.0,187.0
2004,4.0,9.0,1.0,55.0,50.7,5.4,INDONESIA,no info,-1.5490000000000002,100.54,0.0,66.0
2004,4.0,16.0,18.0,32.0,24.0,5.5,INDONESIA,no info,-8.669,114.65,0.0,96.0
2004,4.0,23.0,1.0,50.0,30.2,6.7,INDONESIA,no info,-9.362,122.839,0.0,66.0
2004,5.0,1.0,7.0,56.0,13.6,5.2,TAIWAN,no info,24.081,121.611,2.0,45.0
2004,5.0,3.0,4.0,36.0,50.0,6.6,CHILE,no info,-37.695,-73.406,0.0,21.0
2004,5.0,4.0,5.0,4.0,58.3,5.4,CHINA,no info,37.506,96.758,0.0,14.0
2004,5.0,8.0,4.0,39.0,25.0,5.0,IRAN,no info,29.881,51.474,0.0,67.0
2004,5.0,8.0,20.0,11.0,44.2,4.5,PAKISTAN,no info,30.125999999999998,67.12100000000001,1.0,10.0
2004,5.0,19.0,21.0,28.0,10.6,4.1,PHILIPPINES,no info,9.926,124.038,0.0,35.0
2004,5.0,28.0,12.0,38.0,44.4,6.3,IRAN,no info,36.29,51.61,35.0,17.0
2004,5.0,30.0,2.0,52.0,12.2,4.9,RUSSIA,no info,47.31100000000001,142.12,0.0,14.0
2004,6.0,9.0,11.0,41.0,16.5,4.6,SAUDI ARABIA,no info,27.836,36.905,0.0,10.0
2004,6.0,15.0,11.0,16.0,31.5,5.9,CHILE,no info,-38.854,-73.155,0.0,38.0
2004,7.0,1.0,22.0,30.0,9.3,5.1,TURKEY,no info,39.766,43.979,18.0,5.0
2004,7.0,12.0,13.0,4.0,7.1,5.2,SLOVENIA,no info,46.29600000000001,13.640999999999998,1.0,8.0
2004,7.0,14.0,14.0,36.0,2.5,4.6,AFGHANISTAN,no info,34.89,61.852,0.0,0.0
2004,7.0,18.0,4.0,22.0,22.6,5.4,NEW ZEALAND,no info,-38.0,176.51,1.0,5.0
2004,7.0,18.0,8.0,31.0,45.8,5.2,AFGHANISTAN,no info,33.426,69.524,2.0,10.0
2004,7.0,30.0,7.0,14.0,7.8,4.0,TURKEY,no info,39.634,43.966,1.0,5.0
2004,8.0,4.0,3.0,1.0,7.5,5.6,TURKEY,no info,36.833,27.815,0.0,10.0
2004,8.0,10.0,10.0,26.0,14.7,5.4,CHINA,no info,27.266,103.87299999999999,4.0,6.0
2004,8.0,11.0,15.0,48.0,26.8,5.7,TURKEY,no info,38.376999999999995,39.260999999999996,1.0,7.0
2004,9.0,5.0,10.0,7.0,7.8,7.2,JAPAN,no info,33.07,136.618,0.0,14.0
2004,9.0,5.0,14.0,57.0,18.6,7.4,JAPAN,no info,33.184,137.071,0.0,10.0
2004,9.0,7.0,11.0,53.0,6.1,6.1,ARGENTINA,no info,-28.573,-65.84,1.0,22.0
2004,9.0,7.0,12.0,15.0,49.7,5.2,CHINA,no info,34.681999999999995,103.781,0.0,10.0
2004,9.0,21.0,13.0,32.0,30.8,4.8,POLAND,no info,54.841,19.912,0.0,10.0
2004,9.0,28.0,17.0,15.0,24.2,6.0,USA,CA,35.819,-120.36399999999999,0.0,9.0
2004,10.0,1.0,8.0,1.0,1.3,5.6,NICARAGUA,no info,11.989,-86.52,0.0,87.0
2004,10.0,7.0,21.0,46.0,20.3,5.6,IRAN,no info,37.125,54.477,0.0,35.0
2004,10.0,15.0,4.0,8.0,50.2,6.6,TAIWAN,no info,24.53,122.694,0.0,94.0
2004,10.0,18.0,22.0,11.0,44.9,4.4,CHINA,no info,25.073,99.169,0.0,30.0
2004,10.0,23.0,8.0,56.0,0.8,6.6,JAPAN,no info,37.226,138.779,40.0,16.0
2004,10.0,27.0,1.0,40.0,50.2,5.9,JAPAN,no info,37.284,138.885,0.0,14.0
2004,10.0,27.0,20.0,34.0,36.8,5.8,ROMANIA,no info,45.787,26.622,0.0,96.0
2004,11.0,2.0,10.0,2.0,12.8,6.6,CANADA,BC,49.277,-128.77200000000002,0.0,10.0
2004,11.0,4.0,6.0,22.0,39.4,5.2,GREECE,no info,35.945,23.115,0.0,74.0
2004,11.0,8.0,2.0,15.0,58.8,5.5,JAPAN,no info,37.396,138.862,0.0,10.0
2004,11.0,11.0,21.0,26.0,41.1,7.5,INDONESIA,no info,-8.152000000000001,124.868,34.0,10.0
2004,11.0,15.0,9.0,6.0,56.5,7.2,COLOMBIA,no info,4.695,-77.508,0.0,15.0
2004,11.0,19.0,23.0,49.0,37.1,4.8,IRAN,no info,32.023,48.836000000000006,0.0,37.0
2004,11.0,20.0,8.0,7.0,22.0,6.4,COSTA RICA,no info,9.602,-84.17200000000001,8.0,16.0
2004,11.0,21.0,11.0,41.0,7.7,6.3,GUADELOUPE,no info,15.679,-61.706,1.0,14.0
2004,11.0,22.0,4.0,1.0,30.4,5.0,IRAN,no info,33.297,47.977,0.0,36.0
2004,11.0,22.0,20.0,26.0,23.9,7.1,NEW ZEALAND,no info,-46.676,164.72099999999998,0.0,10.0
2004,11.0,24.0,22.0,59.0,40.0,5.1,ITALY,no info,45.626000000000005,10.559000000000001,0.0,17.0
2004,11.0,26.0,2.0,25.0,3.3,7.1,INDONESIA,no info,-3.609,135.404,32.0,10.0
2004,11.0,28.0,18.0,32.0,14.1,7.0,JAPAN,no info,43.006,145.119,0.0,39.0
2004,12.0,1.0,17.0,42.0,24.7,4.5,ALGERIA,no info,36.848,3.448,0.0,10.0
2004,12.0,2.0,19.0,16.0,34.6,5.8,TRINIDAD AND TOBAGO,no info,10.49,-61.48,0.0,49.0
2004,12.0,5.0,1.0,52.0,37.2,4.8,GERMANY,no info,48.115,8.077,0.0,10.0
2004,12.0,5.0,8.0,30.0,59.5,4.5,ALGERIA,no info,36.865,3.4210000000000003,0.0,10.0
2004,12.0,6.0,14.0,15.0,11.8,6.8,JAPAN,no info,42.9,145.22799999999998,0.0,35.0
2004,12.0,9.0,8.0,49.0,0.2,5.4,INDIA,no info,24.756999999999998,92.539,0.0,35.0
2004,12.0,14.0,5.0,56.0,10.0,5.8,JAPAN,no info,44.119,141.793,0.0,10.0
2004,12.0,20.0,23.0,2.0,12.4,5.4,TURKEY,no info,37.042,28.206,0.0,5.0
2004,12.0,23.0,14.0,59.0,4.4,8.1,AUSTRALIA,TAS,-49.312,161.345,0.0,10.0
2004,12.0,26.0,0.0,58.0,53.4,9.1,INDONESIA,no info,3.3160000000000003,95.854,1001.0,30.0
2005,1.0,10.0,18.0,47.0,30.1,5.4,IRAN,no info,37.103,54.574,0.0,32.0
2005,1.0,19.0,6.0,11.0,36.4,6.6,JAPAN,no info,34.064,141.491,0.0,28.0
2005,1.0,20.0,18.0,56.0,30.7,5.3,NEW ZEALAND,no info,-41.223,175.21,0.0,39.0
2005,1.0,23.0,20.0,10.0,12.1,6.3,INDONESIA,no info,-1.198,119.93299999999999,1.0,11.0
2005,1.0,24.0,23.0,23.0,26.1,6.1,ECUADOR,no info,-1.364,-80.785,0.0,17.0
2005,1.0,25.0,16.0,30.0,38.9,4.8,CHINA,no info,22.526,100.709,0.0,12.0
2005,1.0,25.0,16.0,44.0,16.1,5.9,TURKEY,no info,37.622,43.703,2.0,41.0
2005,1.0,29.0,7.0,41.0,31.0,4.4,SPAIN,no info,37.91,-1.82,0.0,5.0
2005,2.0,2.0,5.0,55.0,18.2,4.8,INDONESIA,no info,-7.037000000000001,107.819,1.0,15.0
2005,2.0,14.0,18.0,5.0,59.3,5.8,GUADELOUPE,no info,15.775,-61.744,0.0,12.0
2005,2.0,14.0,23.0,38.0,8.6,6.1,CHINA,no info,41.728,79.44,0.0,22.0
2005,2.0,15.0,11.0,15.0,11.7,5.1,INDIA,no info,24.55,92.524,0.0,35.0
2005,2.0,22.0,2.0,25.0,22.9,6.4,IRAN,no info,30.754,56.816,612.0,14.0
2005,3.0,2.0,11.0,12.0,14.9,4.9,PAKISTAN,no info,30.378,68.038,0.0,52.0
2005,3.0,9.0,10.0,15.0,31.8,4.3,SOUTH AFRICA,no info,-26.913,26.789,2.0,5.0
2005,3.0,12.0,7.0,36.0,12.1,5.6,TURKEY,no info,39.44,40.978,0.0,11.0
2005,3.0,13.0,3.0,31.0,23.0,6.0,IRAN,no info,27.095,61.887,0.0,54.0
2005,3.0,14.0,1.0,55.0,55.6,5.8,TURKEY,no info,39.354,40.89,0.0,5.0
2005,3.0,14.0,9.0,43.0,49.1,4.9,INDIA,no info,17.145,73.73,0.0,10.0
2005,3.0,15.0,2.0,7.0,6.8,4.3,INDIA,no info,17.072,73.668,0.0,10.0
2005,3.0,20.0,1.0,53.0,41.8,6.6,JAPAN,no info,33.806999999999995,130.131,1.0,10.0
2005,3.0,28.0,16.0,9.0,36.5,8.6,INDONESIA,no info,2.085,97.10799999999999,1303.0,30.0
2005,4.0,10.0,10.0,29.0,11.2,6.7,INDONESIA,no info,-1.6440000000000001,99.60700000000001,0.0,19.0
2005,6.0,13.0,22.0,44.0,33.9,7.7,CHILE,no info,-19.987000000000002,-69.197,11.0,116.0
2005,6.0,15.0,2.0,50.0,53.1,7.2,USA,CA,41.301,-125.97,0.0,10.0
2005,7.0,5.0,1.0,52.0,2.9,6.7,INDONESIA,no info,1.819,97.08200000000001,0.0,21.0
2005,7.0,9.0,23.0,59.0,17.0,5.9,INDONESIA,no info,-1.1740000000000002,119.963,0.0,32.0
2005,7.0,10.0,13.0,10.0,12.1,5.2,ALBANIA,no info,42.388999999999996,19.812,0.0,4.0
2005,7.0,18.0,2.0,4.0,59.8,5.3,INDONESIA,no info,-9.948,124.48,0.0,10.0
2005,7.0,23.0,7.0,34.0,56.7,5.9,JAPAN,no info,35.498000000000005,139.982,0.0,61.0
2005,7.0,24.0,15.0,42.0,6.2,7.2,INDIA,no info,7.92,92.19,0.0,16.0
2005,7.0,25.0,15.0,43.0,41.1,4.7,CHINA,no info,46.827,125.05799999999999,1.0,48.0
2005,7.0,26.0,4.0,8.0,37.1,5.6,USA,MT,45.365,-112.615,0.0,13.0
2005,7.0,30.0,21.0,45.0,0.0,5.3,TURKEY,no info,39.437,33.089,0.0,5.0
2005,8.0,5.0,14.0,14.0,48.0,4.8,CHINA,no info,26.569000000000003,103.036,0.0,42.0
2005,8.0,5.0,18.0,7.0,13.8,4.5,VIETNAM,no info,9.985,108.383,0.0,10.0
2005,8.0,9.0,5.0,9.0,20.8,5.1,IRAN,no info,28.85,52.56,0.0,10.0
2005,8.0,13.0,4.0,58.0,44.8,4.5,CHINA,no info,23.627,104.103,0.0,10.0
2005,8.0,14.0,2.0,39.0,40.3,5.8,CHILE,no info,-19.78,-68.98,0.0,11.0
2005,8.0,14.0,6.0,33.0,32.5,4.4,INDIA,no info,17.398,74.118,0.0,35.0
2005,8.0,16.0,2.0,46.0,28.4,7.2,JAPAN,no info,38.275999999999996,142.039,0.0,36.0
2005,8.0,16.0,3.0,45.0,54.1,4.4,INDIA,no info,30.924,78.56,0.0,43.0
2005,8.0,30.0,8.0,53.0,17.4,4.7,INDIA,no info,17.067,73.773,0.0,10.0
2005,9.0,9.0,7.0,26.0,43.7,7.7,PAPUA NEW GUINEA,no info,-4.539,153.474,0.0,90.0
2005,9.0,24.0,19.0,24.0,2.6,5.6,ETHIOPIA,no info,12.470999999999998,40.634,0.0,12.0
2005,9.0,26.0,1.0,55.0,37.6,7.5,PERU,no info,-5.678,-76.398,5.0,115.0
2005,10.0,1.0,22.0,19.0,51.3,5.3,PERU,no info,-16.635,-70.794,0.0,20.0
2005,10.0,8.0,3.0,50.0,40.8,7.6,PAKISTAN,no info,34.539,73.58800000000001,76213.0,26.0
2005,10.0,20.0,21.0,40.0,4.0,5.9,TURKEY,no info,38.152,26.750999999999998,1.0,10.0
2005,10.0,24.0,17.0,35.0,33.8,4.8,ECUADOR,no info,-0.507,-77.745,0.0,35.0
2005,10.0,27.0,11.0,18.0,57.3,4.2,CHINA,no info,23.604,107.79799999999999,1.0,10.0
2005,10.0,31.0,2.0,10.0,28.7,5.4,PERU,no info,-5.852,-78.704,0.0,40.0
2005,11.0,14.0,21.0,38.0,51.4,7.0,JAPAN,no info,38.107,144.89600000000002,0.0,11.0
2005,11.0,26.0,0.0,49.0,37.6,5.2,CHINA,no info,29.695,115.689,16.0,10.0
2005,11.0,26.0,15.0,56.0,55.0,4.4,TURKEY,no info,38.26,38.814,0.0,9.0
2005,11.0,27.0,10.0,22.0,19.1,6.0,IRAN,no info,26.774,55.858000000000004,13.0,10.0
2005,12.0,5.0,12.0,19.0,56.6,6.8,CONGO,no info,-6.224,29.83,6.0,22.0
2005,12.0,12.0,21.0,47.0,46.0,6.5,AFGHANISTAN,no info,36.357,71.093,5.0,225.0
2005,12.0,14.0,7.0,9.0,54.1,5.3,INDIA,no info,30.476,79.255,1.0,44.0
2005,12.0,24.0,3.0,56.0,7.3,4.3,TURKEY,no info,38.804,26.783,0.0,14.0
2006,1.0,8.0,11.0,34.0,55.6,6.7,GREECE,no info,36.311,23.212,0.0,66.0
2006,1.0,27.0,16.0,58.0,53.6,7.6,INDONESIA,no info,-5.473,128.131,0.0,397.0
2006,2.0,14.0,0.0,55.0,25.0,5.3,INDIA,no info,27.381999999999998,88.38799999999999,2.0,30.0
2006,2.0,20.0,17.0,20.0,9.0,4.6,BULGARIA,no info,41.708,25.544,0.0,10.0
2006,2.0,22.0,22.0,19.0,7.8,7.0,MOZAMBIQUE,no info,-21.324,33.583,4.0,11.0
2006,2.0,23.0,20.0,4.0,53.5,5.8,BHUTAN,no info,26.912,91.705,0.0,10.0
2006,2.0,28.0,7.0,31.0,2.6,6.0,IRAN,no info,28.12,56.865,0.0,18.0
2006,3.0,7.0,18.0,20.0,46.1,5.5,INDIA,no info,23.776999999999997,70.899,0.0,10.0
2006,3.0,10.0,7.0,50.0,14.3,4.9,PAKISTAN,no info,33.129,73.887,1.0,10.0
2006,3.0,14.0,6.0,57.0,33.8,6.7,INDONESIA,no info,-3.595,127.214,0.0,30.0
2006,3.0,20.0,19.0,44.0,25.1,4.9,ALGERIA,no info,36.623000000000005,5.327999999999999,4.0,10.0
2006,3.0,25.0,7.0,28.0,57.6,5.9,IRAN,no info,27.574,55.685,1.0,18.0
2006,3.0,28.0,8.0,35.0,43.3,5.0,INDONESIA,no info,3.4619999999999997,97.22399999999999,0.0,30.0
2006,3.0,31.0,1.0,17.0,0.9,6.1,IRAN,no info,33.5,48.78,70.0,7.0
2006,3.0,31.0,12.0,23.0,17.8,4.9,CHINA,no info,44.623999999999995,124.12200000000001,0.0,10.0
2006,4.0,1.0,10.0,2.0,19.5,6.2,TAIWAN,no info,22.868000000000002,121.27799999999999,0.0,9.0
2006,4.0,4.0,9.0,12.0,23.4,4.8,PAKISTAN,no info,34.6,73.13600000000001,0.0,10.0
2006,4.0,6.0,17.0,59.0,16.4,5.5,INDIA,no info,23.322,70.477,0.0,10.0
2006,4.0,11.0,0.0,2.0,41.5,5.5,GREECE,no info,37.64,20.92,0.0,18.0
2006,4.0,19.0,2.0,5.0,42.9,5.7,CHINA,no info,31.607,90.413,0.0,33.0
2006,4.0,20.0,23.0,25.0,2.1,7.6,RUSSIA,no info,60.949,167.08900000000003,0.0,22.0
2006,5.0,3.0,15.0,26.0,40.2,7.9,TONGA,no info,-20.187,-174.123,0.0,55.0
2006,5.0,4.0,17.0,43.0,9.7,4.5,PANAMA,no info,8.898,-82.54299999999999,0.0,0.0
2006,5.0,7.0,6.0,20.0,53.7,4.1,IRAN,no info,30.79,56.7,0.0,14.0
2006,5.0,12.0,8.0,16.0,56.5,5.5,INDONESIA,no info,-5.575,105.395,0.0,17.0
2006,5.0,26.0,22.0,53.0,58.9,6.3,INDONESIA,no info,-7.961,110.446,5749.0,13.0
2006,6.0,3.0,7.0,15.0,35.6,5.1,IRAN,no info,26.759,55.843,2.0,5.0
2006,6.0,3.0,11.0,7.0,45.0,4.1,TURKEY,no info,37.605,43.787,0.0,10.0
2006,6.0,3.0,16.0,34.0,25.8,3.8,MALAWI,no info,-14.52,34.28,0.0,10.0
2006,6.0,11.0,20.0,1.0,26.3,6.3,JAPAN,no info,33.129,131.141,0.0,140.0
2006,6.0,13.0,14.0,15.0,38.3,4.5,ALBANIA,no info,40.27,19.96,0.0,10.0
2006,6.0,20.0,16.0,52.0,57.9,4.5,CHINA,no info,33.068000000000005,104.95,0.0,24.0
2006,7.0,17.0,8.0,19.0,25.0,7.7,INDONESIA,no info,-9.254,107.411,0.0,34.0
2006,7.0,22.0,1.0,10.0,29.0,4.9,CHINA,no info,27.995,104.13799999999999,22.0,56.0
2006,7.0,29.0,0.0,11.0,51.3,5.6,TAJIKISTAN,no info,37.255,68.828,3.0,34.0
2006,8.0,5.0,14.0,3.0,43.7,5.6,ARGENTINA,no info,-33.131,-68.707,0.0,22.0
2006,8.0,18.0,11.0,45.0,49.4,4.7,TAJIKISTAN,no info,38.246,69.22,0.0,10.0
2006,8.0,24.0,20.0,1.0,0.2,4.3,FRANCE,no info,45.84,-0.14,0.0,5.0
2006,8.0,25.0,5.0,51.0,44.3,4.6,CHINA,no info,28.011999999999997,104.15100000000001,1.0,22.0
2006,9.0,10.0,14.0,56.0,8.1,5.8,MEXICO,no info,26.319000000000003,-86.60600000000001,0.0,14.0
2006,9.0,28.0,6.0,22.0,9.7,6.9,SAMOA,no info,-16.592,-172.033,0.0,28.0
2006,9.0,29.0,13.0,8.0,26.1,6.1,TRINIDAD AND TOBAGO,no info,10.876,-61.756,0.0,53.0
2006,9.0,29.0,18.0,23.0,5.9,5.5,TRINIDAD AND TOBAGO,no info,10.814,-61.758,1.0,52.0
2006,10.0,15.0,17.0,7.0,49.2,6.7,USA,HI,19.878,-155.935,0.0,39.0
2006,10.0,20.0,10.0,48.0,56.0,6.7,PERU,no info,-13.457,-76.67699999999999,0.0,23.0
2006,10.0,27.0,10.0,52.0,5.7,4.5,CHINA,no info,31.56,113.21,0.0,10.0
2006,11.0,3.0,6.0,21.0,39.2,4.7,CHINA,no info,43.468999999999994,119.55799999999999,0.0,10.0
2006,11.0,15.0,11.0,14.0,13.5,8.3,RUSSIA,no info,46.592,153.266,0.0,10.0
2006,11.0,17.0,18.0,19.0,51.6,4.7,FRANCE,no info,42.99,-0.05,0.0,10.0
2006,11.0,23.0,7.0,15.0,20.5,4.8,HUNGARY,no info,48.195,22.46,0.0,10.0
2006,11.0,23.0,11.0,4.0,44.3,4.7,CHINA,no info,44.229,83.524,0.0,20.0
2006,11.0,24.0,6.0,33.0,26.4,5.2,INDONESIA,no info,-3.728,119.23299999999999,0.0,31.0
2006,11.0,29.0,1.0,32.0,17.9,6.2,INDONESIA,no info,2.52,128.283,0.0,39.0
2006,12.0,1.0,14.0,1.0,47.5,6.3,INDONESIA,no info,-8.251,118.777,1.0,43.0
2006,12.0,8.0,16.0,48.0,39.1,3.9,SWITZERLAND,no info,47.58,7.6,0.0,5.0
2006,12.0,12.0,17.0,2.0,29.7,4.6,THAILAND,no info,18.901,98.916,0.0,10.0
2006,12.0,17.0,21.0,39.0,17.4,5.8,INDONESIA,no info,0.626,99.859,7.0,30.0
2006,12.0,24.0,22.0,43.0,26.7,4.2,INDIA,no info,26.88,76.15,0.0,10.0
2006,12.0,25.0,20.0,1.0,0.4,5.8,KYRGYZSTAN,no info,42.156000000000006,76.163,0.0,12.0
2006,12.0,26.0,12.0,26.0,21.1,7.0,TAIWAN,no info,21.799,120.54700000000001,2.0,10.0
2006,12.0,31.0,13.0,39.0,23.6,4.1,HUNGARY,no info,47.449,19.343,0.0,5.0
2007,1.0,8.0,17.0,21.0,50.2,6.0,KYRGYZSTAN,no info,39.803000000000004,70.311,0.0,18.0
2007,1.0,9.0,14.0,49.0,48.8,4.5,CHINA,no info,37.021,103.911,0.0,20.0
2007,1.0,10.0,17.0,18.0,58.3,4.7,CHINA,no info,33.259,104.74,0.0,23.0
2007,1.0,13.0,4.0,23.0,21.1,8.1,RUSSIA,no info,46.243,154.524,0.0,10.0
2007,1.0,21.0,7.0,38.0,57.0,5.1,TURKEY,no info,39.592,42.863,0.0,3.0
2007,1.0,21.0,11.0,27.0,45.0,7.5,INDONESIA,no info,1.065,126.28200000000001,4.0,22.0
2007,2.0,16.0,7.0,15.0,54.0,4.9,PHILIPPINES,no info,6.614,126.24,0.0,79.0
2007,2.0,21.0,11.0,5.0,29.2,5.7,TURKEY,no info,38.318000000000005,39.266999999999996,0.0,10.0
2007,3.0,6.0,3.0,49.0,38.9,6.4,INDONESIA,no info,-0.493,100.49799999999999,67.0,19.0
2007,3.0,6.0,13.0,5.0,12.1,5.0,COLOMBIA,no info,2.082,-76.495,0.0,43.0
2007,3.0,6.0,22.0,32.0,6.8,4.7,IRAN,no info,33.49,48.93,0.0,16.0
2007,3.0,25.0,0.0,40.0,1.6,7.1,VANUATU,no info,-20.616999999999997,169.357,0.0,34.0
2007,3.0,25.0,0.0,41.0,57.8,6.7,JAPAN,no info,37.336,136.588,1.0,8.0
2007,3.0,25.0,13.0,57.0,58.2,5.8,GREECE,no info,38.34,20.42,0.0,15.0
2007,4.0,1.0,20.0,39.0,56.3,8.1,SOLOMON ISLANDS,no info,-8.466000000000001,157.043,2.0,24.0
2007,4.0,13.0,5.0,42.0,23.0,6.0,MEXICO,no info,17.302,-100.198,0.0,34.0
2007,4.0,15.0,3.0,19.0,30.3,4.6,JAPAN,no info,34.806999999999995,136.239,0.0,16.0
2007,4.0,16.0,7.0,38.0,53.8,4.5,ALBANIA,no info,41.172,19.897000000000002,0.0,14.0
2007,4.0,21.0,17.0,53.0,46.3,6.2,CHILE,no info,-45.243,-72.648,2.0,37.0
2007,4.0,28.0,7.0,18.0,11.3,4.6,UK,no info,51.085,1.0090000000000001,0.0,10.0
2007,5.0,8.0,15.0,46.0,49.1,4.5,USA,MT,45.394,-112.13,0.0,14.0
2007,5.0,16.0,8.0,56.0,16.4,6.3,LAOS,no info,20.504,100.74600000000001,0.0,24.0
2007,5.0,29.0,9.0,36.0,5.6,6.1,INDONESIA,no info,-1.065,127.34299999999999,0.0,24.0
2007,6.0,2.0,21.0,34.0,57.7,6.1,CHINA,no info,23.028000000000002,101.052,3.0,5.0
2007,6.0,13.0,19.0,29.0,40.1,6.7,GUATEMALA,no info,13.554,-90.618,0.0,23.0
2007,6.0,18.0,14.0,29.0,48.2,5.5,IRAN,no info,34.437,50.833,0.0,5.0
2007,7.0,13.0,7.0,20.0,25.5,4.5,ECUADOR,no info,-3.987,-79.836,0.0,50.0
2007,7.0,16.0,1.0,13.0,22.0,6.6,JAPAN,no info,37.57,138.47799999999998,9.0,10.0
2007,7.0,20.0,10.0,6.0,52.0,5.6,CHINA,no info,42.913000000000004,82.37799999999999,0.0,10.0
2007,7.0,20.0,11.0,42.0,22.3,4.2,USA,CA,37.804,-122.193,0.0,5.0
2007,7.0,21.0,22.0,44.0,13.5,5.2,TAJIKISTAN,no info,38.936,70.485,12.0,10.0
2007,7.0,22.0,23.0,2.0,14.7,4.3,INDIA,no info,30.881,78.23899999999999,0.0,19.0
2007,7.0,26.0,5.0,40.0,16.1,6.9,INDONESIA,no info,2.872,127.464,0.0,25.0
2007,8.0,1.0,17.0,8.0,51.4,7.2,VANUATU,no info,-15.595,167.68,0.0,120.0
2007,8.0,2.0,2.0,37.0,42.3,6.2,RUSSIA,no info,47.11600000000001,141.798,2.0,5.0
2007,8.0,2.0,3.0,21.0,42.8,6.7,USA,AK,51.306999999999995,-179.97099999999998,0.0,21.0
2007,8.0,6.0,8.0,48.0,40.0,4.2,USA,UT,39.465,-111.23700000000001,9.0,2.0
2007,8.0,8.0,17.0,4.0,58.0,7.5,INDONESIA,no info,-5.968,107.655,0.0,289.0
2007,8.0,15.0,23.0,40.0,57.8,8.0,PERU,no info,-13.386,-76.60300000000001,514.0,39.0
2007,8.0,17.0,0.0,38.0,56.0,1.6,USA,UT,39.464,-111.20700000000001,3.0,0.0
2007,8.0,20.0,19.0,15.0,53.5,4.4,INDIA,no info,17.2,73.7,0.0,5.0
2007,8.0,25.0,4.0,24.0,21.9,5.0,IRAN,no info,28.154,56.652,0.0,10.0
2007,9.0,2.0,1.0,5.0,18.1,7.2,SOLOMON ISLANDS,no info,-11.61,165.762,0.0,35.0
2007,9.0,9.0,18.0,36.0,37.6,4.8,INDONESIA,no info,-7.7829999999999995,114.338,0.0,35.0
2007,9.0,10.0,1.0,49.0,14.2,6.8,COLOMBIA,no info,2.9819999999999998,-77.967,0.0,31.0
2007,9.0,12.0,11.0,10.0,26.8,8.4,INDONESIA,no info,-4.438,101.367,25.0,34.0
2007,9.0,12.0,23.0,49.0,3.7,7.9,INDONESIA,no info,-2.625,100.84100000000001,0.0,35.0
2007,9.0,28.0,13.0,38.0,57.8,7.5,JAPAN,no info,22.013,142.668,0.0,260.0
2007,9.0,30.0,5.0,23.0,34.0,7.4,NEW ZEALAND,no info,-49.418,163.954,0.0,10.0
2007,10.0,15.0,12.0,29.0,36.0,6.8,NEW ZEALAND,no info,-44.785,167.583,0.0,26.0
2007,10.0,26.0,6.0,50.0,6.6,4.8,PAKISTAN,no info,35.304,76.753,1.0,10.0
2007,10.0,31.0,3.0,4.0,54.8,5.6,USA,CA,37.434,-121.774,0.0,10.0
2007,11.0,6.0,9.0,38.0,5.7,5.1,INDIA,no info,21.180999999999997,70.72399999999999,1.0,10.0
2007,11.0,7.0,4.0,12.0,38.6,5.1,PHILIPPINES,no info,9.721,124.647,1.0,72.0
2007,11.0,7.0,7.0,10.0,21.9,5.1,BANGLADESH,no info,22.15,92.38799999999999,0.0,29.0
2007,11.0,14.0,15.0,40.0,50.5,7.7,CHILE,no info,-22.247,-69.89,2.0,40.0
2007,11.0,16.0,3.0,13.0,0.1,6.8,ECUADOR,no info,-2.312,-77.83800000000001,0.0,123.0
2007,11.0,20.0,5.0,20.0,3.4,4.8,IRAN,no info,31.68,49.93,0.0,7.0
2007,11.0,25.0,16.0,2.0,17.9,6.5,INDONESIA,no info,-8.277000000000001,118.339,3.0,35.0
2007,11.0,25.0,23.0,12.0,17.0,4.7,INDIA,no info,28.555,77.057,0.0,10.0
2007,11.0,29.0,19.0,0.0,20.4,7.4,MARTINIQUE,no info,14.944,-61.273999999999994,1.0,156.0
2007,12.0,9.0,2.0,3.0,29.4,4.6,BRAZIL,no info,-15.048,-44.231,1.0,10.0
2007,12.0,9.0,7.0,28.0,20.8,7.8,KERMADEC ISLANDS (NEW ZEALAND),no info,-25.996,-177.514,0.0,153.0
2007,12.0,15.0,18.0,22.0,27.1,5.9,CHILE,no info,-32.689,-71.695,0.0,25.0
